,0,1
0,-13.7795,-41.67442
1,22.734581,33.96885
2,-13.491553,20.66077
3,-15.048477,29.28567
4,18.524359,22.413052
5,-8.278674,-2.5006907
6,-34.899826,-17.810232
7,-9.153952,5.4619055
8,5.0274534,1.6626626
9,21.965553,29.55417
10,-18.194584,13.307006
11,26.648857,2.6403277
12,-10.146758,38.695396
13,-21.481646,10.447161
14,-16.64831,46.723995
15,40.95794,-27.471478
16,40.769444,17.394485
17,-41.88157,-20.204165
18,-32.096855,-8.436495
19,-0.19269946,10.784109
20,-33.453243,-7.849241
21,-5.738575,30.182034
22,-35.130695,-32.30068
23,-47.827286,-9.432095
24,21.339577,-9.273441
25,14.201635,15.610408
26,-10.562997,-20.845528
27,49.84208,-1.8707496
28,33.73235,11.49233
29,-35.181686,-11.349101
30,45.726406,14.530042
31,-27.939108,-38.697273
32,19.491873,10.406488
33,-49.55569,6.8023067
34,24.339504,12.556662
35,39.653553,-27.839657
36,-42.52433,4.0354495
37,15.201952,6.9402843
38,-40.56595,-6.084904
39,-6.5898557,-4.9636436
40,-43.95685,-17.549698
41,10.936825,-14.850072
42,-5.603289,27.82209
43,37.08105,-8.797957
44,-35.000397,-35.41661
45,-15.409535,8.78018
46,11.310919,-26.829788
47,-9.144878,-15.743083
48,-1.9853494,-30.144003
49,-0.94557565,21.01487
50,-15.680581,-28.386456
51,30.60032,-3.9490626
52,-2.42559,-18.459644
53,-4.3397546,18.144157
54,13.405986,-17.849403
55,8.311921,-24.638649
56,6.6372423,26.51841
57,-6.7694964,43.804996
58,-24.963907,-13.760933
59,4.242923,36.476692
60,9.948,33.540913
61,15.254798,25.333607
62,-17.015583,-38.20949
63,25.239244,-30.244253
64,-12.946564,-48.25509
65,-11.621096,48.01719
66,1.0336123,18.763151
67,-20.136538,31.509945
68,-21.840765,20.462646
69,-11.007598,-1.7163123
70,-11.686913,50.44943
71,8.347192,15.293533
72,-23.700823,-14.633689
73,0.87218857,41.433144
74,-21.313742,-17.317495
75,50.210243,4.584248
76,-7.025087,35.54455
77,31.91454,40.921333
78,25.660652,2.7698355
79,16.98923,2.461428
80,19.31811,-9.589747
81,-5.650908,-48.82579
82,13.933807,-5.819613
83,-41.81806,30.654629
84,42.546337,15.7526655
85,-35.447674,-11.746103
86,40.24105,4.2073917
87,-10.237021,-30.295454
88,12.517305,-18.005157
89,-1.5002372,-53.897102
90,17.587677,-44.271675
91,3.4078555,-49.602917
92,6.6625414,-17.364977
93,26.89341,0.7438098
